"BydgoszczParkPrzemyslowy","53.0841","18.0689","284.36","73","1007","6.69","270","1684213097","5.02","5.26","200.27","0.03","2.49","68.67","1.16","0.68","286.53","80","1010","5.66","280","6.25","6.55","198.6","0.2","1.54","85.12","1.21","0.93"
"Bydgoszcz","53.1342","17.9943","285.52","81","1008","7.2","270","1684216691","5.91","6.19","198.6","0.09","1.71","72.96","0.74","0.82","288.45","75","1010","6.69","270","7.04","7.32","195.27","0.08","1.18","87.98","0.88","1"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","285.4","79","1008","7.2","270","1684216697","5.69","5.98","201.94","0.09","2.7","73.67","1.31","0.71","288.26","75","1010","6.69","270","6.66","6.95","196.93","0.16","1.46","89.41","1.21","0.93"
"Bydgoszcz","53.1342","17.9943","286.06","82","1008","7.72","270","1684220291","5.11","5.37","198.6","0.09","1.54","79.39","0.77","0.94","289.71","67","1010","8.75","290","6.2","6.41","195.27","0.05","1.07","92.98","0.98","0.85"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","286.07","81","1008","7.72","270","1684220297","4.93","5.22","201.94","0.14","2.51","78.68","1.39","0.88","289.51","67","1010","8.75","290","5.74","5.95","195.27","0.08","1.35","94.41","1.16","0.78"
"Bydgoszcz","53.1342","17.9943","286.65","80","1010","5.66","280","1684223892","6.83","7.13","196.93","0.12","1.19","84.4","0.79","1.01","290.79","64","1011","6.17","290","5.24","5.42","196.93","0.07","1.14","97.28","1.25","0.91"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","286.53","80","1010","5.66","280","1684223898","6.25","6.55","198.6","0.2","1.54","85.12","1.21","0.93","290.52","64","1011","6.17","290","4.99","5.17","196.93","0.08","1.44","95.84","1.42","0.79"
"Bydgoszcz","53.1342","17.9943","288.45","75","1010","6.69","270","1684227491","7.04","7.32","195.27","0.08","1.18","87.98","0.88","1","290.72","63","1012","5.66","290","4.12","4.25","198.6","0.06","1.06","101.57","1.09","0.9"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","288.26","75","1010","6.69","270","1684227497","6.66","6.95","196.93","0.16","1.46","89.41","1.21","0.93","290.57","63","1012","5.66","290","4.16","4.31","200.27","0.08","1.5","100.14","1.48","0.85"
"Bydgoszcz","53.1342","17.9943","289.71","67","1010","8.75","290","1684231091","6.2","6.41","195.27","0.05","1.07","92.98","0.98","0.85","290.33","66","1012","3.6","260","3.42","3.54","198.6","0.06","0.93","101.57","0.86","0.9"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","289.51","67","1010","8.75","290","1684231097","5.74","5.95","195.27","0.08","1.35","94.41","1.16","0.78","290.26","65","1012","3.6","260","3.37","3.5","200.27","0.07","1.39","103","1.21","0.81"
"Bydgoszcz","53.1342","17.9943","290.79","64","1011","6.17","290","1684234692","5.24","5.42","196.93","0.07","1.14","97.28","1.25","0.91","289.46","74","1013","4.12","230","2.82","2.98","195.27","0.05","0.89","100.14","0.81","1.05"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","290.52","64","1011","6.17","290","1684234698","4.99","5.17","196.93","0.08","1.44","95.84","1.42","0.79","289.32","74","1013","4.12","230","3.12","3.26","198.6","0.07","1.39","100.14","1.13","0.9"
"Bydgoszcz","53.1342","17.9943","290.72","63","1012","5.66","290","1684238292","4.12","4.25","198.6","0.06","1.06","101.57","1.09","0.9","289.99","65","1013","6.17","300","2.16","2.35","191.93","0.05","0.94","97.28","0.83","1.27"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","290.57","63","1012","5.66","290","1684238298","4.16","4.31","200.27","0.08","1.5","100.14","1.48","0.85","289.88","65","1013","6.17","300","2.47","2.65","193.6","0.06","1.59","98.71","1.16","1.09"
"Bydgoszcz","53.1342","17.9943","290.33","66","1012","3.6","260","1684241892","3.42","3.54","198.6","0.06","0.93","101.57","0.86","0.9","289.27","68","1013","6.17","310","2.16","2.44","191.93","0.04","1.3","94.41","0.95","1.81"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","290.26","65","1012","3.6","260","1684241898","3.37","3.5","200.27","0.07","1.39","103","1.21","0.81","289.23","68","1013","6.17","310","2.31","2.63","196.93","0.09","2.66","92.98","1.68","1.62"
"Bydgoszcz","53.1342","17.9943","289.46","74","1013","4.12","230","1684245492","2.82","2.98","195.27","0.05","0.89","100.14","0.81","1.05","288.19","75","1014","5.66","290","2.22","2.64","191.93","0.02","1.65","90.12","1.12","2.41"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","289.32","74","1013","4.12","230","1684245499","3.12","3.26","198.6","0.07","1.39","100.14","1.13","0.9","288.16","74","1014","5.66","290","2.56","3.07","200.27","0.06","3.64","85.83","2.44","2.38"
"Bydgoszcz","53.1342","17.9943","289.99","65","1013","6.17","300","1684249093","2.16","2.35","191.93","0.05","0.94","97.28","0.83","1.27","286.93","76","1014","4.63","300","1.94","2.52","190.26","0.01","1.74","86.55","1.21","2.82"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","289.88","65","1013","6.17","300","1684249098","2.47","2.65","193.6","0.06","1.59","98.71","1.16","1.09","286.94","76","1014","4.63","300","2.57","3.26","201.94","0.01","4.03","82.25","3.07","2.85"
"Bydgoszcz","53.1342","17.9943","289.27","68","1013","6.17","310","1684252693","2.16","2.44","191.93","0.04","1.3","94.41","0.95","1.81","285.53","80","1015","3.6","310","1.78","2.73","191.93","0","2.19","76.53","1.45","3.83"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","289.23","68","1013","6.17","310","1684252698","2.31","2.63","196.93","0.09","2.66","92.98","1.68","1.62","285.47","80","1015","3.6","310","2.52","3.47","203.61","0","4.58","75.82","3.76","3.36"
"Bydgoszcz","53.1342","17.9943","288.19","75","1014","5.66","290","1684256293","2.22","2.64","191.93","0.02","1.65","90.12","1.12","2.41","285.53","78","1015","3.09","300","2.01","3.56","196.93","0","2.96","62.94","1.71","4.81"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","288.16","74","1014","5.66","290","1684256299","2.56","3.07","200.27","0.06","3.64","85.83","2.44","2.38","285.44","78","1015","3.09","300","2.68","4.11","208.62","0","5.4","65.8","4.29","3.86"
"Bydgoszcz","53.1342","17.9943","286.93","76","1014","4.63","300","1684259893","1.94","2.52","190.26","0.01","1.74","86.55","1.21","2.82","284.8","82","1015","2.57","300","2.44","4.55","200.27","0","3.68","52.21","1.65","4.69"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","286.94","76","1014","4.63","300","1684259898","2.57","3.26","201.94","0.01","4.03","82.25","3.07","2.85","284.71","82","1015","2.57","300","2.88","4.9","208.62","0","5.83","56.51","3.93","3.71"
"Bydgoszcz","53.1342","17.9943","285.53","80","1015","3.6","310","1684263493","1.78","2.73","191.93","0","2.19","76.53","1.45","3.83","284.6","84","1016","2.06","280","2.78","5.24","201.94","0","3.98","45.78","1.25","4.31"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","285.47","80","1015","3.6","310","1684263499","2.52","3.47","203.61","0","4.58","75.82","3.76","3.36","284.54","84","1016","2.06","280","2.93","5.38","205.28","0","5.4","52.21","2.53","3.17"
"Bydgoszcz","53.1342","17.9943","285.53","78","1015","3.09","300","1684267093","2.01","3.56","196.93","0","2.96","62.94","1.71","4.81","284.4","83","1016","2.06","250","3","5.61","200.27","0","3.64","44.7","0.94","4.02"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","285.44","78","1015","3.09","300","1684267100","2.68","4.11","208.62","0","5.4","65.8","4.29","3.86","284.04","86","1016","2.06","250","3.05","5.75","201.94","0","4.41","51.5","1.77","2.66"
"Bydgoszcz","53.1342","17.9943","284.8","82","1015","2.57","300","1684270693","2.44","4.55","200.27","0","3.68","52.21","1.65","4.69","283.67","84","1016","2.06","240","3.05","5.76","200.27","0","2.96","48.64","0.86","3.83"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","284.71","82","1015","2.57","300","1684270699","2.88","4.9","208.62","0","5.83","56.51","3.93","3.71","283.23","88","1016","2.06","240","3.22","6.06","201.94","0","3.6","53.64","1.48","2.41"
"Bydgoszcz","53.1342","17.9943","284.6","84","1016","2.06","280","1684274294","2.78","5.24","201.94","0","3.98","45.78","1.25","4.31","282.93","84","1016","2.57","270","2.65","5.03","198.6","0","2.14","57.22","0.85","3.58"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","284.54","84","1016","2.06","280","1684274299","2.93","5.38","205.28","0","5.4","52.21","2.53","3.17","282.93","83","1016","2.57","270","3.2","6.04","200.27","0","3.09","55.08","1.36","2.47"
"Bydgoszcz","53.1342","17.9943","284.4","83","1016","2.06","250","1684277894","3","5.61","200.27","0","3.64","44.7","0.94","4.02","282.8","83","1016","3.09","270","2.02","3.64","198.6","0","1.86","57.94","0.7","3.48"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","284.04","86","1016","2.06","250","1684277900","3.05","5.75","201.94","0","4.41","51.5","1.77","2.66","282.75","82","1016","3.09","270","2.77","5.09","200.27","0","2.91","54.36","1.3","2.6"
"Bydgoszcz","53.1342","17.9943","283.67","84","1016","2.06","240","1684281494","3.05","5.76","200.27","0","2.96","48.64","0.86","3.83","282.07","85","1016","3.09","280","1.47","2.51","198.6","0","1.71","58.65","0.67","3.58"
"BydgoszczParkPrzemyslowy","53.0841","18.0689","283.23","88","1016","2.06","240","1684281499","3.22","6.06","201.94","0","3.6","53.64","1.48","2.41","282.57","80","1016","2.49","286","2.07","3.6","200.27","0","2.7","55.08","1.25","2.82"
